profile,image,outcome,race_scores
0f840689-c827-4d29-8225-bf44e6398c9c,image_0.png,-1,"[9.9259806e-01 1.6999335e-08 4.7953665e-04 5.9396693e-06 6.9473631e-06
 1.1123762e-04 6.7982809e-03]"
0f840689-c827-4d29-8225-bf44e6398c9c,image_1.png,1,"[9.9602926e-01 8.9062070e-08 4.8174032e-05 2.6302055e-06 5.0302124e-06
 5.5620771e-06 3.9091860e-03]"
0f840689-c827-4d29-8225-bf44e6398c9c,image_2.png,0,"[9.9982399e-01 5.4339807e-08 8.9101814e-06 2.8909403e-06 2.1010237e-06
 1.1303521e-06 1.6089542e-04]"
0f840689-c827-4d29-8225-bf44e6398c9c,image_3.png,-1,"[9.9754357e-01 2.7555163e-06 6.5250666e-04 2.7516510e-04 2.7734638e-04
 1.8148676e-05 1.2304998e-03]"
0f840689-c827-4d29-8225-bf44e6398c9c,image_4.png,-1,"[9.9259806e-01 1.6999335e-08 4.7953665e-04 5.9396693e-06 6.9473631e-06
 1.1123762e-04 6.7982809e-03]"
732d54d6-35b9-444f-8f67-5fac13e79610,image_0.png,-1,"[0.00402576 0.6080388  0.31685257 0.00089239 0.00803537 0.06152162
 0.00063346]"
732d54d6-35b9-444f-8f67-5fac13e79610,image_1.png,-1,"[7.4247923e-04 9.4041985e-01 4.6434123e-02 3.3840796e-04 1.5287687e-03
 1.0092023e-02 4.4435990e-04]"
732d54d6-35b9-444f-8f67-5fac13e79610,image_2.png,-1,"[0.02278455 0.08820292 0.6660183  0.00447542 0.02962014 0.18363658
 0.00526203]"
732d54d6-35b9-444f-8f67-5fac13e79610,image_3.png,-1,"[3.5096265e-05 9.9320823e-01 5.1308521e-03 9.8237624e-06 2.4944550e-04
 1.3548286e-03 1.1705485e-05]"
732d54d6-35b9-444f-8f67-5fac13e79610,image_4.png,-1,"[7.3230558e-04 8.8967013e-01 8.0983780e-02 2.9557939e-03 1.0849156e-02
 1.4501485e-02 3.0738325e-04]"
732d54d6-35b9-444f-8f67-5fac13e79610,image_5.png,-1,"[6.2381481e-03 3.2695770e-02 3.1709677e-01 6.6465355e-02 5.6519586e-01
 1.1796178e-02 5.1193789e-04]"
732d54d6-35b9-444f-8f67-5fac13e79610,image_6.png,-1,"[0.00402576 0.6080388  0.31685257 0.00089239 0.00803537 0.06152162
 0.00063346]"
3330728f-221e-49d4-b37a-ee816a253a63,image_0.png,-1,"[1.4650241e-01 3.9728595e-05 2.1311344e-01 1.6687995e-04 7.6364510e-04
 2.3183179e-01 4.0758210e-01]"
3330728f-221e-49d4-b37a-ee816a253a63,image_1.png,-1,"[9.6651129e-02 4.5682132e-04 5.3205729e-01 1.5491628e-03 5.4687001e-03
 3.4211749e-01 2.1699445e-02]"
3330728f-221e-49d4-b37a-ee816a253a63,image_2.png,-1,"[7.0703119e-02 5.1017741e-05 1.8432173e-01 7.0855836e-03 9.2815924e-03
 4.2139587e-01 3.0716115e-01]"
3330728f-221e-49d4-b37a-ee816a253a63,image_3.png,-1,"[6.1028651e-03 1.2513385e-05 9.3402825e-02 6.9657901e-05 5.4882723e-04
 8.9719492e-01 2.6683537e-03]"
3330728f-221e-49d4-b37a-ee816a253a63,image_4.png,-1,"[3.2467831e-02 1.8042592e-05 1.3256076e-01 1.4744603e-04 6.7652197e-04
 7.9154891e-01 4.2580452e-02]"
3330728f-221e-49d4-b37a-ee816a253a63,image_5.png,-1,"[1.0529753e-02 3.3266664e-05 8.1589133e-02 6.0103066e-05 2.9824913e-04
 8.9446676e-01 1.3022664e-02]"
3330728f-221e-49d4-b37a-ee816a253a63,image_6.png,-1,"[1.4650241e-01 3.9728595e-05 2.1311344e-01 1.6687995e-04 7.6364510e-04
 2.3183179e-01 4.0758210e-01]"
119818c3-b24d-4870-bc5e-71063a865ddc,image_0.png,-1,"[2.1382567e-02 9.5956298e-03 1.4628766e-01 4.2247467e-04 3.6340242e-03
 7.5969297e-01 5.8984704e-02]"
119818c3-b24d-4870-bc5e-71063a865ddc,image_1.png,1,"[0.36282617 0.00045554 0.21598792 0.00114483 0.00110739 0.08283161
 0.33564657]"
119818c3-b24d-4870-bc5e-71063a865ddc,image_2.png,1,"[2.4849260e-02 2.7457320e-03 7.5713843e-01 3.5683942e-04 2.6862498e-03
 2.0931193e-01 2.9115721e-03]"
119818c3-b24d-4870-bc5e-71063a865ddc,image_3.png,-1,"[2.1382567e-02 9.5956298e-03 1.4628766e-01 4.2247467e-04 3.6340242e-03
 7.5969297e-01 5.8984704e-02]"
e33b7117-29d1-42b3-b0f4-1a72e948f5df,image_0.png,0,"[6.1966147e-02 6.6297868e-04 7.5191873e-01 8.9245872e-04 2.2944894e-03
 1.3209544e-01 5.0169695e-02]"
e33b7117-29d1-42b3-b0f4-1a72e948f5df,image_1.png,-1,"[0.2758158  0.00235317 0.31859294 0.02835163 0.02277149 0.02507844
 0.32703644]"
e33b7117-29d1-42b3-b0f4-1a72e948f5df,image_2.png,0,"[0.01991764 0.00485925 0.5263229  0.0034257  0.00417879 0.39091763
 0.05037811]"
e33b7117-29d1-42b3-b0f4-1a72e948f5df,image_3.png,0,"[0.04854352 0.00129383 0.7809042  0.0097545  0.01250616 0.07207225
 0.0749255 ]"
e33b7117-29d1-42b3-b0f4-1a72e948f5df,image_4.png,0,"[1.3886894e-01 2.6745655e-04 7.2826695e-01 1.5369997e-02 2.4394317e-02
 5.9870929e-02 3.2961451e-02]"
1c5b9fba-8273-40dd-aa8d-354cd99c0a07,image_0.png,1,"[0.06032292 0.0229434  0.26401258 0.19382899 0.44549814 0.01174042
 0.00165362]"
1c5b9fba-8273-40dd-aa8d-354cd99c0a07,image_1.png,0,"[0.01933088 0.08068693 0.64490545 0.02248798 0.19459477 0.03571564
 0.00227833]"
1c5b9fba-8273-40dd-aa8d-354cd99c0a07,image_2.png,0,"[0.14087282 0.10585593 0.4010497  0.0608379  0.16552797 0.01614912
 0.10970654]"
1c5b9fba-8273-40dd-aa8d-354cd99c0a07,image_3.png,0,"[0.00523646 0.0049247  0.43958062 0.04472744 0.46953204 0.03494484
 0.0010539 ]"
1c5b9fba-8273-40dd-aa8d-354cd99c0a07,image_4.png,-1,"[0.01020264 0.00273076 0.41937846 0.08471942 0.44420072 0.0374954
 0.00127271]"
9292c068-c609-4c8e-9e28-3e5b368768c3,image_0.png,1,"[7.31613278e-01 2.20150175e-03 1.02593824e-01 8.62302631e-02
 4.79209349e-02 1.31615729e-04 2.93085426e-02]"
9292c068-c609-4c8e-9e28-3e5b368768c3,image_1.png,1,"[9.9913698e-01 1.9416478e-07 2.4861365e-04 2.9631240e-06 2.7202759e-06
 1.0591916e-05 5.9793418e-04]"
9292c068-c609-4c8e-9e28-3e5b368768c3,image_2.png,1,"[8.9404637e-01 2.3866482e-05 7.3509621e-03 4.1717887e-02 3.6658866e-03
 5.4305408e-05 5.3140856e-02]"
9292c068-c609-4c8e-9e28-3e5b368768c3,image_3.png,1,"[9.9984288e-01 1.5967608e-07 1.5463716e-05 3.7160069e-05 9.1330558e-06
 2.9201624e-07 9.4913266e-05]"
9292c068-c609-4c8e-9e28-3e5b368768c3,image_4.png,1,"[9.9665284e-01 6.2155374e-07 1.0866161e-03 1.6805547e-04 2.6262365e-04
 7.3608471e-06 1.8218986e-03]"
9292c068-c609-4c8e-9e28-3e5b368768c3,image_5.png,1,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]"
9292c068-c609-4c8e-9e28-3e5b368768c3,image_6.png,1,"[7.31613278e-01 2.20150175e-03 1.02593824e-01 8.62302631e-02
 4.79209349e-02 1.31615729e-04 2.93085426e-02]"
3a6678c0-385c-42a4-a05d-db5eeffaaefe,image_0.png,0,"[9.59574401e-01 9.10807739e-06 7.72144180e-03 1.24112785e-05
 3.38990612e-05 1.07665626e-04 3.25409845e-02]"
3a6678c0-385c-42a4-a05d-db5eeffaaefe,image_1.png,1,"[9.1961128e-01 1.6731369e-04 2.2008702e-02 1.1162283e-03 1.7726391e-03
 1.2937325e-04 5.5194497e-02]"
3a6678c0-385c-42a4-a05d-db5eeffaaefe,image_2.png,1,"[9.9416381e-01 1.2133911e-06 1.2764009e-03 1.6355792e-05 2.8733886e-05
 6.5716536e-05 4.4477782e-03]"
3a6678c0-385c-42a4-a05d-db5eeffaaefe,image_3.png,-1,"[9.9728155e-01 1.4931927e-06 5.5998063e-04 3.0820150e-04 1.8178142e-04
 1.7930182e-05 1.6490127e-03]"
3a6678c0-385c-42a4-a05d-db5eeffaaefe,image_4.png,0,"[9.7186887e-01 5.9556112e-07 1.4386830e-03 2.7830692e-04 8.9104622e-05
 3.6195874e-05 2.6288236e-02]"
1892da55-dd65-4266-84e2-94a020b2b2a1,image_0.png,-1,"[9.9931175e-01 4.0827044e-06 2.4103007e-04 4.9338718e-07 1.9766378e-06
 1.2090270e-06 4.3946234e-04]"
1892da55-dd65-4266-84e2-94a020b2b2a1,image_1.png,1,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]"
1892da55-dd65-4266-84e2-94a020b2b2a1,image_2.png,1,"[9.9522358e-01 6.5030536e-06 7.9544447e-04 8.1831859e-06 2.0635653e-05
 2.3434930e-05 3.9222543e-03]"
1892da55-dd65-4266-84e2-94a020b2b2a1,image_3.png,-1,"[9.5704770e-01 3.1438642e-05 1.6631677e-03 1.0937558e-05 2.2370476e-05
 9.5953284e-05 4.1128378e-02]"
1892da55-dd65-4266-84e2-94a020b2b2a1,image_4.png,-1,"[9.79692698e-01 5.33046550e-05 1.36732515e-02 9.23262851e-05
 3.80371348e-04 2.30807869e-04 5.87724848e-03]"
7035c65c-94db-4e82-8b9c-2167bc164ed3,image_0.png,-1,"[4.8336677e-02 7.0872575e-02 1.2102539e-01 2.1630892e-04 1.2321896e-03
 2.3747110e-01 5.2084571e-01]"
7035c65c-94db-4e82-8b9c-2167bc164ed3,image_1.png,1,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]"
7035c65c-94db-4e82-8b9c-2167bc164ed3,image_2.png,1,"[9.2909515e-01 1.4946940e-05 2.6118198e-02 1.5126055e-03 6.1987143e-04
 1.3568482e-03 4.1282449e-02]"
7035c65c-94db-4e82-8b9c-2167bc164ed3,image_3.png,0,"[8.2525188e-01 7.2074086e-05 1.3848068e-01 6.1444691e-03 3.7691065e-03
 2.8744990e-03 2.3407396e-02]"
7035c65c-94db-4e82-8b9c-2167bc164ed3,image_4.png,0,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]"
da93be0d-ac9d-427a-b987-48a364e23fb4,image_0.png,1,"[0.04835276 0.00152225 0.41571134 0.13926749 0.33744773 0.04927691
 0.00842143]"
da93be0d-ac9d-427a-b987-48a364e23fb4,image_1.png,-1,"[2.3575006e-02 2.7539965e-04 1.7496523e-01 3.2738137e-01 3.9390033e-01
 6.0589019e-02 1.9313613e-02]"
8aa21917-da2a-4c73-8858-80f10cf58621,image_0.png,1,"[0.632966   0.00125177 0.15710588 0.00077265 0.00083894 0.00117533
 0.20588936]"
8aa21917-da2a-4c73-8858-80f10cf58621,image_1.png,-1,"[2.6147884e-01 2.6665503e-04 2.3856457e-01 1.2958058e-03 1.7282065e-03
 3.8584400e-02 4.5808160e-01]"
8aa21917-da2a-4c73-8858-80f10cf58621,image_2.png,-1,"[0.31291458 0.01569819 0.16197523 0.0863151  0.3564218  0.01098696
 0.05568817]"
8aa21917-da2a-4c73-8858-80f10cf58621,image_3.png,-1,"[6.0739285e-01 1.3088655e-04 2.0551331e-01 2.9419789e-03 2.1610733e-03
 1.4621785e-03 1.8039769e-01]"
8aa21917-da2a-4c73-8858-80f10cf58621,image_4.png,-1,"[6.4837120e-02 5.0365709e-04 3.7692375e-02 5.7525036e-04 6.2063563e-04
 2.6775650e-03 8.9309335e-01]"
8aa21917-da2a-4c73-8858-80f10cf58621,image_5.png,-1,"[3.3153224e-01 1.4528129e-04 2.0881656e-01 1.4970853e-02 1.1011078e-02
 5.7873367e-03 4.2773667e-01]"
8aa21917-da2a-4c73-8858-80f10cf58621,image_6.png,1,"[0.632966   0.00125177 0.15710588 0.00077265 0.00083894 0.00117533
 0.20588936]"
980fcb7f-4cc2-46e8-996e-7a58155ae836,image_0.png,1,"[9.9995846e-01 3.0710083e-09 7.4541504e-06 9.9934971e-07 6.4696576e-07
 5.5321181e-08 3.2379863e-05]"
980fcb7f-4cc2-46e8-996e-7a58155ae836,image_1.png,-1,"[9.6008694e-01 4.8467296e-05 4.5502372e-03 2.9748415e-03 3.9686309e-04
 5.3162319e-05 3.1889439e-02]"
980fcb7f-4cc2-46e8-996e-7a58155ae836,image_2.png,-1,"[0.66939574 0.02376488 0.15867567 0.03354692 0.03012599 0.00507137
 0.07941933]"
980fcb7f-4cc2-46e8-996e-7a58155ae836,image_3.png,-1,"[9.8108518e-01 8.6728414e-06 1.4656454e-03 4.1363678e-06 6.7759779e-06
 3.6101430e-06 1.7425980e-02]"
980fcb7f-4cc2-46e8-996e-7a58155ae836,image_4.png,-1,"[8.7681323e-01 1.7503084e-04 4.3912936e-02 7.8482489e-04 3.8521504e-04
 8.6429558e-05 7.7842377e-02]"
9efd3dba-06e4-4277-8b7a-ec133dc23cf8,image_0.png,1,"[7.2659545e-02 2.8721426e-04 8.5517609e-01 1.6712869e-02 2.1435864e-02
 5.2380003e-03 2.8490428e-02]"
9efd3dba-06e4-4277-8b7a-ec133dc23cf8,image_1.png,1,"[0.5180256  0.00256807 0.39258853 0.00872045 0.00791229 0.00939892
 0.06078621]"
9efd3dba-06e4-4277-8b7a-ec133dc23cf8,image_2.png,1,"[0.61730444 0.00337494 0.32765904 0.00480643 0.01118062 0.00724443
 0.02843018]"
9efd3dba-06e4-4277-8b7a-ec133dc23cf8,image_3.png,1,"[6.1705165e-02 1.7964459e-04 1.6947338e-01 8.4050158e-03 2.2245204e-02
 2.8583467e-02 7.0940816e-01]"
9efd3dba-06e4-4277-8b7a-ec133dc23cf8,image_4.png,1,"[0.05542793 0.00582992 0.5994967  0.01703029 0.08671619 0.13128354
 0.10421535]"
bab23e2a-9e4c-48eb-98dc-642ab80cbcaf,image_0.png,-1,"[4.5370371e-03 8.0725878e-01 1.7943141e-01 3.2865885e-04 2.4734130e-03
 4.3472550e-03 1.6235246e-03]"
bab23e2a-9e4c-48eb-98dc-642ab80cbcaf,image_1.png,-1,"[2.9645109e-04 9.6898597e-01 1.5822319e-02 5.6143948e-03 9.0728439e-03
 6.6916924e-05 1.4109092e-04]"
bab23e2a-9e4c-48eb-98dc-642ab80cbcaf,image_2.png,-1,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]"
bab23e2a-9e4c-48eb-98dc-642ab80cbcaf,image_3.png,-1,"[5.0844112e-04 9.8876590e-01 9.9046975e-03 3.4437307e-05 5.7651348e-05
 3.8486972e-04 3.4402372e-04]"
bab23e2a-9e4c-48eb-98dc-642ab80cbcaf,image_4.png,-1,"[3.3328661e-01 3.3233306e-01 8.6997147e-04 3.2022357e-01 1.3132174e-02
 1.2963668e-04 2.5023122e-05]"
bab23e2a-9e4c-48eb-98dc-642ab80cbcaf,image_5.png,-1,"[4.1385866e-03 9.4447917e-01 4.0110715e-02 6.3227041e-04 2.6470337e-03
 7.5413552e-03 4.5083425e-04]"
bab23e2a-9e4c-48eb-98dc-642ab80cbcaf,image_6.png,-1,"[4.5370371e-03 8.0725878e-01 1.7943141e-01 3.2865885e-04 2.4734130e-03
 4.3472550e-03 1.6235246e-03]"
8fbbb497-680f-439f-8168-f34f6f17477b,image_0.png,-1,"[5.4495925e-01 2.8325760e-04 1.5510209e-01 8.6068111e-03 1.2248706e-02
 1.5966685e-01 1.1913301e-01]"
8fbbb497-680f-439f-8168-f34f6f17477b,image_1.png,-1,"[9.9954897e-01 5.5614885e-07 2.7350994e-04 2.6769706e-06 2.6581401e-06
 9.1083973e-07 1.7072073e-04]"
8fbbb497-680f-439f-8168-f34f6f17477b,image_2.png,-1,"[8.3168614e-01 3.4918135e-05 1.1016901e-02 1.5472107e-04 1.7216412e-04
 1.1846206e-04 1.5681669e-01]"
8fbbb497-680f-439f-8168-f34f6f17477b,image_3.png,-1,"[9.9882919e-01 2.5580303e-07 6.4686203e-05 2.6874075e-04 5.9239872e-05
 1.0418385e-06 7.7691383e-04]"
8fbbb497-680f-439f-8168-f34f6f17477b,image_4.png,-1,"[9.9944389e-01 4.3937186e-07 2.9575216e-04 3.9090446e-05 2.2517390e-05
 1.3955674e-06 1.9689654e-04]"
8fbbb497-680f-439f-8168-f34f6f17477b,image_5.png,-1,"[9.9044675e-01 2.0957978e-05 5.1413216e-03 9.7197015e-05 9.6085132e-05
 2.9550480e-05 4.1680918e-03]"
e0942b56-d902-49cf-bbb1-c73ba3fc2dea,image_0.png,-1,"[9.9602687e-01 3.7087611e-06 1.8411961e-03 2.8677465e-04 3.2439007e-04
 2.6725131e-05 1.4903474e-03]"
e0942b56-d902-49cf-bbb1-c73ba3fc2dea,image_1.png,-1,"[9.9972284e-01 7.2817251e-08 2.1002638e-04 4.4304943e-06 1.2287848e-05
 1.8333178e-06 4.8493283e-05]"
e0942b56-d902-49cf-bbb1-c73ba3fc2dea,image_2.png,0,"[4.9683315e-01 4.9936444e-01 2.7329542e-03 7.5995238e-05 2.9702805e-04
 9.8017357e-05 5.9850758e-04]"
e0942b56-d902-49cf-bbb1-c73ba3fc2dea,image_3.png,-1,"[9.9774766e-01 5.0244444e-07 1.0464586e-03 5.8718433e-06 3.4958954e-05
 2.1014701e-05 1.1435485e-03]"
e0942b56-d902-49cf-bbb1-c73ba3fc2dea,image_4.png,-1,"[9.3982381e-01 1.7691296e-05 4.8263753e-03 4.8017753e-03 2.5305720e-03
 6.0498893e-05 4.7939371e-02]"
e0942b56-d902-49cf-bbb1-c73ba3fc2dea,image_5.png,-1,"[9.9979711e-01 8.8187053e-06 3.6193083e-05 2.4189027e-05 1.8841265e-05
 1.9708282e-06 1.1293690e-04]"
e0942b56-d902-49cf-bbb1-c73ba3fc2dea,image_6.png,-1,"[9.9602687e-01 3.7087611e-06 1.8411961e-03 2.8677465e-04 3.2439007e-04
 2.6725131e-05 1.4903474e-03]"
aaa2aec0-08da-48ba-b713-531838e143c3,image_0.png,-1,"[1.7244534e-03 9.6426445e-01 2.2539025e-02 7.2462630e-05 7.4305537e-04
 1.0405137e-02 2.5142371e-04]"
aaa2aec0-08da-48ba-b713-531838e143c3,image_1.png,-1,"[3.2655659e-01 5.0274915e-01 1.2375529e-01 4.8363640e-05 1.6555112e-03
 1.1014137e-02 3.4221057e-02]"
aaa2aec0-08da-48ba-b713-531838e143c3,image_2.png,-1,"[2.3764104e-02 5.0744963e-01 9.8252483e-02 4.5010031e-04 3.6083942e-03
 3.5430020e-01 1.2175079e-02]"
aaa2aec0-08da-48ba-b713-531838e143c3,image_3.png,-1,"[7.0361793e-04 9.7468901e-01 2.2269184e-02 1.5425936e-05 5.1364361e-04
 1.5577021e-03 2.5148396e-04]"
aaa2aec0-08da-48ba-b713-531838e143c3,image_4.png,-1,"[3.7545043e-03 8.6969256e-01 6.7666925e-02 7.6618779e-04 2.8920197e-03
 5.0026145e-02 5.2016615e-03]"
aaa2aec0-08da-48ba-b713-531838e143c3,image_5.png,-1,"[3.5361479e-06 9.9886155e-01 8.0177182e-04 4.9428527e-06 7.2843904e-05
 2.5435392e-04 1.0842790e-06]"
aaa2aec0-08da-48ba-b713-531838e143c3,image_6.png,-1,"[1.7244534e-03 9.6426445e-01 2.2539025e-02 7.2462630e-05 7.4305537e-04
 1.0405137e-02 2.5142371e-04]"
139e045e-1779-4680-a9b3-0db79de18a76,image_0.png,1,"[9.9470425e-01 2.0554938e-04 3.3120478e-03 6.8917419e-05 4.7647911e-05
 4.5868990e-05 1.6156519e-03]"
139e045e-1779-4680-a9b3-0db79de18a76,image_1.png,-1,"[9.9589634e-01 2.7396029e-05 1.3249781e-03 5.4823939e-04 5.4298755e-04
 1.0237305e-04 1.5577812e-03]"
139e045e-1779-4680-a9b3-0db79de18a76,image_2.png,-1,"[9.7923011e-01 2.5080104e-05 1.5428552e-02 6.1536417e-04 9.2523801e-04
 1.0536899e-03 2.7220207e-03]"
139e045e-1779-4680-a9b3-0db79de18a76,image_3.png,-1,"[9.5183378e-01 2.1749998e-03 1.2961196e-02 1.1758160e-02 2.7034599e-03
 6.3954486e-04 1.7928876e-02]"
139e045e-1779-4680-a9b3-0db79de18a76,image_4.png,-1,"[9.9795246e-01 1.6552627e-05 7.1856560e-04 3.1217720e-04 2.4090266e-04
 3.1318759e-05 7.2797225e-04]"
139e045e-1779-4680-a9b3-0db79de18a76,image_5.png,0,"[9.9979538e-01 4.4470312e-08 4.3810694e-05 8.5689273e-05 2.9149725e-05
 9.9841168e-07 4.4906221e-05]"
139e045e-1779-4680-a9b3-0db79de18a76,image_6.png,1,"[9.9470425e-01 2.0554938e-04 3.3120478e-03 6.8917419e-05 4.7647911e-05
 4.5868990e-05 1.6156519e-03]"
70d4c779-63d3-4427-a39e-1add129ebadf,image_0.png,-1,"[0.01014755 0.05159229 0.02478881 0.38118812 0.52243185 0.00531979
 0.00453167]"
70d4c779-63d3-4427-a39e-1add129ebadf,image_1.png,-1,"[0.01490036 0.7806318  0.09476309 0.01224328 0.08709116 0.00947757
 0.00089278]"
2302ffe0-f164-406e-b559-ce17883b9118,image_0.png,1,"[9.3297297e-01 1.7561508e-06 6.4902171e-03 5.0638344e-05 7.8405516e-05
 6.7818246e-04 5.9727829e-02]"
2302ffe0-f164-406e-b559-ce17883b9118,image_1.png,1,"[8.8505012e-01 5.3091421e-06 9.5763184e-02 5.9907725e-05 2.2906909e-04
 4.7587771e-03 1.4133644e-02]"
2302ffe0-f164-406e-b559-ce17883b9118,image_2.png,1,"[6.8704146e-01 6.4723514e-05 4.8852779e-02 2.8748452e-04 7.1239599e-04
 3.6110641e-03 2.5943005e-01]"
2302ffe0-f164-406e-b559-ce17883b9118,image_3.png,0,"[9.9420965e-01 1.0745523e-06 3.6203850e-03 3.9759187e-05 1.1519568e-04
 1.9317577e-04 1.8207672e-03]"
2302ffe0-f164-406e-b559-ce17883b9118,image_4.png,0,"[4.2911291e-01 1.5182478e-05 1.0972731e-01 3.1682402e-01 1.3387842e-01
 4.9188929e-03 5.5232486e-03]"
bd7e794b-7984-4597-96ee-ff9b37616d22,image_0.png,1,"[9.8174727e-01 6.1357830e-04 1.1316074e-02 9.0357949e-05 9.6127471e-05
 9.6256095e-05 6.0403137e-03]"
bd7e794b-7984-4597-96ee-ff9b37616d22,image_1.png,1,"[0.09991547 0.00134305 0.5838407  0.00153609 0.00468583 0.20920508
 0.09947377]"
bd7e794b-7984-4597-96ee-ff9b37616d22,image_2.png,0,"[7.2337604e-01 4.0979349e-04 2.2948396e-01 3.9035818e-04 8.7570370e-04
 6.5514040e-03 3.8912870e-02]"
bd7e794b-7984-4597-96ee-ff9b37616d22,image_3.png,0,"[3.5145968e-01 5.2680023e-04 5.6248391e-01 8.2978317e-05 7.2229124e-04
 5.5924181e-02 2.8800244e-02]"
02eb0b8f-e580-43f6-830a-a89abcf72970,image_0.png,-1,"[0.8762522  0.00410506 0.03737371 0.04970844 0.01763386 0.00101569
 0.01391103]"
02eb0b8f-e580-43f6-830a-a89abcf72970,image_1.png,-1,"[7.74754345e-01 8.73816771e-06 1.13543853e-01 3.56929930e-04
 5.67601470e-04 2.81063840e-03 1.07957914e-01]"
02eb0b8f-e580-43f6-830a-a89abcf72970,image_2.png,1,"[9.1719878e-01 5.6853460e-06 3.4003701e-02 8.4100215e-04 1.0402600e-03
 7.6008053e-04 4.6150576e-02]"
02eb0b8f-e580-43f6-830a-a89abcf72970,image_3.png,0,"[9.2239249e-01 1.5039165e-06 2.0242452e-03 3.0139536e-05 2.4887433e-05
 8.6316613e-05 7.5440370e-02]"
02eb0b8f-e580-43f6-830a-a89abcf72970,image_4.png,1,"[4.15123880e-01 1.83056167e-04 8.43465105e-02 2.06753216e-03
 3.29373730e-03 1.00402795e-02 4.84944999e-01]"
021bd7a1-9f88-4af1-a856-0cc86924a2fc,image_0.png,0,"[0.07703438 0.0108005  0.5829666  0.09087566 0.16152751 0.05263668
 0.02415873]"
021bd7a1-9f88-4af1-a856-0cc86924a2fc,image_1.png,0,"[0.25004485 0.00352206 0.39010823 0.12895906 0.18070614 0.00976554
 0.03689408]"
021bd7a1-9f88-4af1-a856-0cc86924a2fc,image_2.png,0,"[0.10693301 0.00145513 0.39142448 0.12656847 0.30054533 0.03325146
 0.03982215]"
021bd7a1-9f88-4af1-a856-0cc86924a2fc,image_3.png,-1,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]"
458f36ca-40eb-4256-bf01-383f67c7f50c,image_0.png,1,"[0.0244403  0.01394023 0.56051064 0.08281671 0.23210844 0.08112636
 0.00505737]"
458f36ca-40eb-4256-bf01-383f67c7f50c,image_1.png,1,"[0.02556444 0.01226008 0.5792057  0.05441176 0.14050688 0.17338428
 0.01466688]"
458f36ca-40eb-4256-bf01-383f67c7f50c,image_2.png,0,"[0.07311147 0.00237076 0.23837376 0.25432032 0.4069161  0.00741946
 0.01748811]"
458f36ca-40eb-4256-bf01-383f67c7f50c,image_3.png,0,"[0.20798782 0.01303706 0.60341406 0.06328131 0.06991714 0.01217655
 0.03018615]"
88ef929a-34a2-4564-990c-8dc7e93ce963,image_0.png,1,"[9.9589121e-01 1.2412783e-05 1.6909700e-03 8.6633998e-05 7.5170348e-05
 2.8555389e-05 2.2150204e-03]"
88ef929a-34a2-4564-990c-8dc7e93ce963,image_1.png,1,"[9.9780709e-01 2.6647163e-07 1.8178685e-05 4.9649088e-07 1.0821251e-06
 2.2197428e-06 2.1707730e-03]"
88ef929a-34a2-4564-990c-8dc7e93ce963,image_2.png,1,"[9.9642235e-01 1.3209404e-05 1.4775521e-03 8.7009714e-04 1.4958260e-04
 9.1380207e-06 1.0579763e-03]"
88ef929a-34a2-4564-990c-8dc7e93ce963,image_3.png,1,"[0.503187   0.00062198 0.01886919 0.37306815 0.10097735 0.00153843
 0.00173794]"
88ef929a-34a2-4564-990c-8dc7e93ce963,image_4.png,1,"[9.8295534e-01 4.5603588e-07 6.1002688e-04 3.5383564e-05 3.4474197e-05
 7.2057051e-06 1.6357262e-02]"
88ef929a-34a2-4564-990c-8dc7e93ce963,image_5.png,0,"[9.4650602e-01 1.4720601e-04 1.6220527e-02 2.3477685e-04 2.1063802e-03
 6.3949288e-04 3.4145627e-02]"
88ef929a-34a2-4564-990c-8dc7e93ce963,image_6.png,1,"[9.9589121e-01 1.2412783e-05 1.6909700e-03 8.6633998e-05 7.5170348e-05
 2.8555389e-05 2.2150204e-03]"
669c184b-3796-4e0c-8547-67d6329e21ee,image_0.png,1,"[9.7715080e-01 1.4718921e-05 6.4885090e-03 3.0174648e-05 1.5387725e-04
 4.0799841e-05 1.6121179e-02]"
669c184b-3796-4e0c-8547-67d6329e21ee,image_1.png,0,"[9.9782091e-01 4.2122394e-07 8.2772873e-05 2.1720213e-04 1.7353748e-04
 1.1449912e-06 1.7040002e-03]"
669c184b-3796-4e0c-8547-67d6329e21ee,image_2.png,1,"[8.7113351e-01 4.5298661e-06 7.8038441e-04 4.4683006e-06 6.2616059e-06
 1.2428255e-04 1.2794665e-01]"
669c184b-3796-4e0c-8547-67d6329e21ee,image_3.png,1,"[9.9384558e-01 5.4613537e-07 2.5748194e-03 1.2368118e-04 6.9047259e-05
 3.4137495e-06 3.3828409e-03]"
